icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model,typecode,registration,departure_time,arrival_time,departure_weather,arrival_weather,distance_km,fuel_burn_kg,co2_emissions_kg,weather_penalty_score,fuel_burn_kg_adjusted,co2_emissions_kg_adjusted,fuel_burn_kg_modeled,co2_emissions_kg_modeled,wind_direction_deg,wind_speed_kt,weather_penalty_factor,weather_adjusted_fuel_burn_kg,weather_adjusted_co2_emissions_kg,expected_flight_duration_sec,actual_flight_duration_sec,duration_deviation_ratio,deviation_type,deviation_flag,distance_penalty_km,predicted_fuel_burn_kg,anomaly_score,model_confidence,shap_top_feature
89643e,1662011891.0,0.0,1662021880,0.0,ETD598  ,OMAA,Unknown,LLBG,Unknown,A321 231SL,A321,A6-AEH,1662011891.0,1662021880.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","LLBG 091120Z 32014KT 9999 FEW030 22/13 Q1013 NOSIG,LLBG,2025-04-09T11:20:00Z,32.011,34.887,22,13,320,14,,6+,29.91,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,35",2043.3648678203533,9195.141905191593,29056.64842040543,0.05,9654.89900045117,30509.480841425702,9195.14190519159,29056.64842040542,290.0,14.0,0.02,9379.04474329542,29637.78138881353,8654.251204886203,9989.0,1.1542304196531985,Normal,0,0.0,9376.146721174793,0.0003090845532613841,0.9994871490484888,distance_km
896408,1661998803.0,0.0,1662000089,0.0,ETD289  ,Unknown,Unknown,OMAA,Unknown,787 9,B789,A6-BLC,1661998803.0,1662000089.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2302.040860149252,10359.183870671632,32735.02103132236,0.0,10359.183870671632,32735.02103132236,10359.183870671632,32735.02103132236,,0.0,0.0,10359.183870671632,32735.02103132236,9749.820113573302,1286.0,0.1318998694355071,Shortened Flight (Possible Direct Routing),1,0.0,10377.588418436571,0.0017734898536005373,0.9994871490484888,distance_km
896357,1662035031.0,1662035032.0,1662056915,1662057044.0,ETD914  ,EHAM,EHAM,OMAA,OMAA,777 FFX,B77L,A6-DDC,1662035032.0,1662057044.0,"EHAM 091125Z 03010KT 330V090 9999 FEW024 11/05 Q1028 NOSIG,EHAM,2025-04-09T11:25:00Z,52.315,4.79,11,5,30,10,,6+,30.35,,,,,,TRUE,,,,,FEW,2400,,,,,,,VFR,,,,,,,,,,,,METAR,-2","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2111.7335511425854,9502.800980141634,30028.851097247563,0.05,9977.941029148717,31530.293652109947,9502.800980141634,30028.851097247563,30.0,10.0,0.02,9692.856999744468,30629.428119192515,8943.812687192127,21884.0,2.446831207829152,Holding/Reroute,1,3055.32200441297,9648.900997600995,0.00455554494282845,0.9994871490484888,distance_km
896357,1662011575.0,0.0,1662023510,1662023509.0,ETD957  ,Unknown,HKJK,EHAM,EHAM,777 FFX,B77L,A6-DDC,1662011575.0,1662023509.0,No Weather Info,"EHAM 091125Z 03010KT 330V090 9999 FEW024 11/05 Q1028 NOSIG,EHAM,2025-04-09T11:25:00Z,52.315,4.79,11,5,30,10,,6+,30.35,,,,,,TRUE,,,,,FEW,2400,,,,,,,VFR,,,,,,,,,,,,METAR,-2",3041.109343686834,13684.992046590753,43244.57486722678,0.0,13684.992046590753,43244.57486722678,13684.992046590753,43244.57486722678,,0.0,0.0,13684.992046590753,43244.57486722678,12879.992514438356,11935.0,0.9266309733193534,Normal,0,0.0,13686.838966412339,0.00013494129843410598,0.9994871490484888,distance_km
896442,1662030363.0,0.0,1662051833,1662051831.0,ETD901  ,Unknown,OMAA,EDDF,EDDF,777 FFX,B77L,A6-DDE,1662030363.0,1662051831.0,No Weather Info,"EDDF 091120Z AUTO 10005KT 050V170 CAVOK 16/00 Q1023 NOSIG,EDDF,2025-04-09T11:20:00Z,50.045,8.598,16,0,100,5,,6+,30.21,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,113",5150.304540423293,23176.370431904816,73237.33056481922,0.0,23176.370431904816,73237.33056481922,23176.370431904816,73237.33056481922,,0.0,0.0,23176.370431904816,73237.33056481922,21813.05452414571,21470.0,0.9842729717763292,Normal,0,0.0,23176.611069075352,1.0382759145386229e-05,0.9994871490484888,distance_km
896442,1661991197.0,0.0,1662013129,0.0,ETD948  ,Unknown,Unknown,OMAD,Unknown,777 FFX,B77L,A6-DDE,1661991197.0,1662013129.0,No Weather Info,"OMAD 091100Z 31011KT CAVOK 31/18 Q1009 NOSIG,OMAD,2025-04-09T11:00:00Z,24.428,54.458,31,18,310,11,,6+,29.79,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9",4915.900428192632,22121.551926866843,69904.10408889923,0.0,22121.551926866843,69904.10408889923,22121.551926866843,69904.10408889923,,0.0,0.0,22121.551926866843,69904.10408889923,20820.284166462912,21932.0,1.0533958050067265,Normal,0,0.0,22122.978357541106,6.447733443522939e-05,0.9994871490484888,distance_km
89650a,1662001353.0,0.0,1662016679,0.0,ETD9932 ,Unknown,Unknown,OMAA,Unknown,Boeing 777-F,Unknown,A6-DDF,1662001353.0,1662016679.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3211.7704892238726,14452.967201507428,45671.37635676347,0.0,14452.967201507428,45671.37635676347,14452.967201507428,45671.37635676347,,0.0,0.0,14452.967201507428,45671.376356763474,13602.792660242283,15326.0,1.1266804091482066,Normal,0,0.0,14452.16916169261,5.5219379588677013e-05,0.9994871490484888,distance_km
89653e,1662023532.0,1662023533.0,1662046169,1662046168.0,ETD81C  ,EGLL,EGLL,OMAA,OMAA,Boeing 787-10 Dreamliner,B78X,A6-BMG,1662023533.0,1662046168.0,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2932.1772281311887,13194.79752659035,41695.560184025504,0.05,13854.537402919868,43780.33819322679,13194.79752659035,41695.560184025504,70.0,10.0,0.02,13458.693477122157,42529.47138770602,12418.632966202682,22637.0,1.822825431881803,Holding/Reroute,1,2412.669994091033,13446.947397140695,0.0008735127486227322,0.9994871490484888,distance_km
89653e,1661997127.0,0.0,1662009822,0.0,ETD89G  ,Unknown,Unknown,EGLL,Unknown,Boeing 787-10 Dreamliner,B78X,A6-BMG,1661997127.0,1662009822.0,No Weather Info,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",2974.0040936776377,13383.01842154937,42290.33821209601,0.0,13383.01842154937,42290.33821209601,13383.01842154937,42290.33821209601,,0.0,0.0,13383.01842154937,42290.33821209601,12595.782043811172,12695.0,1.007877077885575,Normal,0,0.0,13383.8632037261,6.311945690645628e-05,0.9994871490484888,distance_km
896538,1662033587.0,0.0,1662057309,0.0,ETD475  ,Unknown,Unknown,OMAA,Unknown,Boeing 787-9 Dreamliner,B789,A6-BNA,1662033587.0,1662057309.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5557.582687629363,25009.12209433213,79028.82581808955,0.0,25009.12209433213,79028.82581808955,25009.12209433213,79028.82581808955,,0.0,0.0,25009.12209433213,79028.82581808954,23537.997265253773,23722.0,1.0078172638339902,Normal,0,0.0,25007.56500901889,6.226457124792846e-05,0.9994871490484888,distance_km
896538,1661996899.0,0.0,1662013789,0.0,ETD474  ,Unknown,Unknown,Unknown,Unknown,Boeing 787-9 Dreamliner,B789,A6-BNA,1661996899.0,1662013789.0,No Weather Info,No Weather Info,6053.883882057922,27242.47746926065,86086.22880286367,0.0,27242.47746926065,86086.22880286367,27242.47746926065,86086.22880286367,,0.0,0.0,27242.47746926065,86086.22880286367,25639.97879459826,16890.0,0.6587368942582091,Shortened Flight (Possible Direct Routing),1,0.0,27239.90092713833,9.458705922661215e-05,0.9994871490484888,distance_km
8964bf,1662051033.0,0.0,1662066772,0.0,ETD230  ,Unknown,Unknown,VGZR,Unknown,787 9,B789,A6-BLO,1662051033.0,1662066772.0,No Weather Info,No Weather Info,3862.356500127941,17380.604250575736,54922.70943181933,0.0,17380.604250575736,54922.70943181933,17380.604250575736,54922.70943181933,,0.0,0.0,17380.604250575736,54922.70943181933,16358.21576524775,15739.0,0.9621464972626632,Normal,0,0.0,17384.858865809805,0.0002447310770199354,0.9994871490484888,distance_km
8964bf,1662021002.0,0.0,1662042169,0.0,ETD35Q  ,LEBL,Unknown,OMAA,Unknown,787 9,B789,A6-BLO,1662021002.0,1662042169.0,"LEBL 091100Z 18009KT 130V220 9999 FEW020 17/13 Q1019 NOSIG,LEBL,2025-04-09T11:00:00Z,41.293,2.07,17,13,180,9,,6+,30.09,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,2","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3377.9802454474075,15200.911104513334,48034.87909026214,0.05,15960.956659739002,50436.623044775246,15200.911104513334,48034.87909026214,180.0,9.0,0.0,15200.911104513334,48034.87909026214,14306.739863071372,21167.0,1.4795124677311262,Holding/Reroute,1,1619.7836434414814,15205.359766981881,0.000292571996764396,0.9994871490484888,distance_km
8964bf,1661991009.0,0.0,1662013070,0.0,ETD88U  ,Unknown,Unknown,LEBL,Unknown,787 9,B789,A6-BLO,1661991009.0,1662013070.0,No Weather Info,"LEBL 091100Z 18009KT 130V220 9999 FEW020 17/13 Q1019 NOSIG,LEBL,2025-04-09T11:00:00Z,41.293,2.07,17,13,180,9,,6+,30.09,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,2",3856.301356685856,17353.35610508635,54836.60529207287,0.0,17353.35610508635,54836.60529207287,17353.35610508635,54836.60529207287,,0.0,0.0,17353.35610508635,54836.60529207287,16332.57045184598,22061.0,1.350736558280486,Holding/Reroute,1,1352.545865536366,17352.387341424204,5.582884032521464e-05,0.9994871490484888,distance_km
896356,1662030030.0,0.0,1662044591,0.0,ETD9807 ,VGZR,Unknown,OMAA,Unknown,Boeing 777 FFX,B77L,A6-DDB,1662030030.0,1662044591.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5308.951192678538,23890.28036705342,75493.2859598888,0.0,23890.28036705342,75493.2859598888,23890.28036705342,75493.2859598888,,0.0,0.0,23890.28036705342,75493.2859598888,22484.96975722675,14561.0,0.6475881514281353,Shortened Flight (Possible Direct Routing),1,0.0,23893.413552505313,0.00013113176336268723,0.9994871490484888,distance_km
896356,1662004550.0,0.0,1662021281,0.0,ETD9808 ,OMAA,Unknown,VGZR,Unknown,Boeing 777 FFX,B77L,A6-DDB,1662004550.0,1662021281.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,2772.20039710573,12474.901786975786,39420.689646843486,0.05,13098.646876324576,41391.72412918566,12474.901786975786,39420.689646843486,290.0,14.0,0.02,12724.399822715302,40209.10343978036,11741.08403480074,16731.0,1.4249961886320783,Holding/Reroute,1,1178.1746028942696,12725.190974110088,6.217206456038723e-05,0.9994871490484888,distance_km
8963ab,1662040233.0,0.0,1662044107,0.0,ETD334  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEC,1662040233.0,1662044107.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6000.391946286059,27001.763758287263,85325.57347618775,0.0,27001.763758287263,85325.57347618775,27001.763758287263,85325.57347618775,,0.0,0.0,27001.763758287263,85325.57347618775,25413.42471368213,3874.0,0.1524391160831742,Shortened Flight (Possible Direct Routing),1,0.0,27002.67702594853,3.3821374835925415e-05,0.9994871490484888,distance_km
8963ab,1662017371.0,0.0,1662021593,0.0,ETD333  ,OMAA,Unknown,Unknown,Unknown,A321 231SL,A321,A6-AEC,1662017371.0,1662021593.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",No Weather Info,3445.82291523461,15506.203118555744,48999.60185463615,0.05,16281.513274483532,51449.581947367966,15506.203118555744,48999.60185463615,290.0,14.0,0.02,15816.32718092686,49979.59389172887,14594.073523346584,4222.0,0.2892955139115846,Shortened Flight (Possible Direct Routing),1,0.0,15817.109162679597,4.9438980580672965e-05,0.9994871490484888,distance_km
8963ab,1662002677.0,0.0,1662007274,0.0,ETD314  ,Unknown,Unknown,OMAA,Unknown,A321 231SL,A321,A6-AEC,1662002677.0,1662007274.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2791.50543219262,12561.77444486679,39695.20724577906,0.0,12561.77444486679,39695.20724577906,12561.77444486679,39695.20724577906,,0.0,0.0,12561.77444486679,39695.20724577906,11822.846536345214,4597.0,0.3888234517692612,Shortened Flight (Possible Direct Routing),1,0.0,12560.68703914551,8.657215309095244e-05,0.9994871490484888,distance_km
896598,1662013788.0,0.0,1662063967,0.0,ETD93C  ,Unknown,Unknown,KORD,Unknown,A350-1041,A35K,A6-XWC,1662013788.0,1662063967.0,No Weather Info,"KORD 091051Z 16008KT 10SM SCT110 BKN250 02/M07 A3009 RMK AO2 SLP196 T00171067 $,KORD,2025-04-09T10:51:00Z,41.9602,-87.9316,1.7,-6.7,160,8,,10+,30.09,1019.6,,,TRUE,TRUE,,,,,,SCT,11000,BKN,25000,,,,,VFR,,,,,,,,,,,,METAR,202",6089.988078312802,27404.94635240761,86599.63047360805,0.0,27404.94635240761,86599.63047360805,27404.94635240761,86599.63047360805,,0.0,0.0,27404.94635240761,86599.63047360805,25792.890684618927,50179.0,1.9454585611810948,Holding/Reroute,1,5757.831366131642,27406.00465928582,3.8615876023072e-05,0.9994871490484888,distance_km
896598,1661990407.0,0.0,1661999834,0.0,ETD211  ,Unknown,Unknown,OMAA,Unknown,A350-1041,A35K,A6-XWC,1661990407.0,1661999834.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2089.4030341861626,9402.313653837731,29711.31114612723,0.0,9402.313653837731,29711.31114612723,9402.313653837731,29711.31114612723,,0.0,0.0,9402.313653837731,29711.31114612723,8849.236380082571,9427.0,1.0652896583503897,Normal,0,0.0,9405.396954448865,0.0003278224859690737,0.9994871490484888,distance_km
896326,1662028995.0,0.0,1662056865,0.0,ETD423  ,RPLL,Unknown,OMAA,Unknown,777 3FXER,B77W,A6-ETI,1662028995.0,1662056865.0,"RPLL 091100Z 12008KT 070V160 9999 FEW025 31/22 Q1010 NOSIG RMK A2983,RPLL,2025-04-09T11:00:00Z,14.507,121.004,31,22,120,8,,6+,29.82,,,,,,TRUE,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,15","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6876.097410696423,30942.438348133903,97778.10518010314,0.05,32489.5602655406,102667.0104391083,30942.438348133903,97778.10518010314,120.0,8.0,0.0,30942.438348133903,97778.10518010314,29122.294915890736,27870.0,0.9569987557811792,Normal,0,0.0,30942.0552948376,1.2379697878949599e-05,0.9994871490484888,distance_km
896326,1662007889.0,0.0,1662018951,0.0,ETD424  ,Unknown,Unknown,RPLL,Unknown,777 3FXER,B77W,A6-ETI,1662007889.0,1662018951.0,No Weather Info,"RPLL 091100Z 12008KT 070V160 9999 FEW025 31/22 Q1010 NOSIG RMK A2983,RPLL,2025-04-09T11:00:00Z,14.507,121.004,31,22,120,8,,6+,29.82,,,,,,TRUE,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,15",2043.414310427209,9195.36439692244,29057.35149427492,0.0,9195.36439692244,29057.35149427492,9195.36439692244,29057.35149427492,,0.0,0.0,9195.36439692244,29057.35149427491,8654.46060886818,11062.0,1.2781847997164408,Normal,0,0.0,9196.566842550572,0.0001307494034152992,0.9994871490484888,distance_km
8962e5,1662010595.0,0.0,1662059048,0.0,ETD141  ,OMAA,Unknown,CYYZ,Unknown,757-200,B752,A6-ETG,1662010595.0,1662059048.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","CYYZ 091100Z 27005KT 15SM FEW250 M05/M09 A3020 RMK CI1 CI TR SLP237,CYYZ,2025-04-09T11:00:00Z,43.679,-79.629,-5,-9,270,5,,15,30.20,1023.7,,,,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,171",5526.535214126152,24869.408463567685,78587.33074487389,0.05,26112.87888674607,82516.69728211759,24869.408463567685,78587.33074487389,290.0,14.0,0.02,25366.79663283904,80159.07735977137,23406.50208335782,48453.0,2.070065823053945,Holding/Reroute,1,5913.756452540514,25364.257778350842,0.00010009575325969489,0.9994871490484888,distance_km
8962e5,1661990404.0,0.0,1661999969,0.0,ETD867  ,Unknown,Unknown,OMAA,Unknown,757-200,B752,A6-ETG,1661990404.0,1661999969.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5543.271760819967,24944.722923689853,78825.32443885994,0.0,24944.722923689853,78825.32443885994,24944.722923689853,78825.32443885994,,0.0,0.0,24944.722923689853,78825.32443885994,23477.386281119863,9565.0,0.4074133246975631,Shortened Flight (Possible Direct Routing),1,0.0,24943.176738396167,6.198830685851979e-05,0.9994871490484888,distance_km
89640a,1662027337.0,0.0,1662051231,1662051228.0,ETD9    ,Unknown,OMAA,EGLL,EGLL,Boeing 787 9,B789,A6-BLE,1662027337.0,1662051228.0,No Weather Info,"EGLL 091120Z AUTO 07010KT 9999 FEW028 10/03 Q1030,EGLL,2025-04-09T11:20:00Z,51.477,-0.461,10,3,70,10,,6+,30.41,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,26",6002.26655558494,27010.19950013223,85352.23042041785,0.0,27010.19950013223,85352.23042041785,27010.19950013223,85352.23042041785,,0.0,0.0,27010.19950013223,85352.23042041785,25421.36423541857,23894.0,0.939918085383846,Normal,0,0.0,27010.400735540417,7.450293320682327e-06,0.9994871490484888,distance_km
89640a,1661994986.0,0.0,1661998195,0.0,ETD10   ,Unknown,Unknown,OMAA,Unknown,Boeing 787 9,B789,A6-BLE,1661994986.0,1661998195.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5991.7737237913625,26962.98175706113,85203.02235231317,0.0,26962.98175706113,85203.02235231317,26962.98175706113,85203.02235231317,,0.0,0.0,26962.98175706113,85203.02235231317,25376.92400664577,3209.0,0.1264534661158941,Shortened Flight (Possible Direct Routing),1,0.0,26962.338172395448,2.386976461637876e-05,0.9994871490484888,distance_km
89659b,1662057464.0,0.0,1662068120,0.0,ETD218  ,OMAA,Unknown,VIDP,Unknown,Unknown,A359,A6-XWE,1662057464.0,1662068120.0,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13","VIDP 091100Z VRB02KT 4000 HZ NSC 40/12 Q1005 NOSIG,VIDP,2025-04-09T11:00:00Z,28.567,77.117,40,12,VRB,2,,2.49,29.68,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,236",4264.987299588629,19192.44284814883,60648.1194001503,0.05,20152.06499055627,63680.52537015782,19192.44284814883,60648.1194001503,290.0,14.0,0.02,19576.29170511181,61861.08178815331,18063.475621787136,10656.0,0.589919693369937,Shortened Flight (Possible Direct Routing),1,0.0,19575.34531100483,4.8346227969153186e-05,0.9994871490484888,distance_km
89659b,1662001928.0,0.0,1662045525,0.0,ETD47N  ,KJFK,Unknown,OMAA,Unknown,Unknown,A359,A6-XWE,1662001928.0,1662045525.0,"KJFK 091051Z 33014KT 10SM FEW060 01/M10 A3023 RMK AO2 SLP235 T00061100,KJFK,2025-04-09T10:51:00Z,40.6392,-73.7639,0.6,-10,330,14,,10+,30.23,1023.5,,,TRUE,,,,,,,FEW,6000,,,,,,,VFR,,,,,,,,,,,,METAR,3","OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",5203.7459383744335,23416.856722684952,73997.26724368444,0.05,24587.6995588192,77697.13060586868,23416.856722684952,73997.26724368444,330.0,14.0,0.02,23885.193857138653,75477.21258855815,22039.394562527013,43597.0,1.978139638832312,Holding/Reroute,1,5089.990172736677,23875.062190006698,0.00042436191584855335,0.9994871490484888,distance_km
8964bb,1662058131.0,0.0,1662059357,0.0,ETD279  ,Unknown,Unknown,OMAA,Unknown,787 9,B789,A6-BLK,1662058131.0,1662059357.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",2079.129636890821,9356.083366008696,29565.22343658748,0.0,9356.083366008696,29565.22343658748,9356.083366008696,29565.22343658748,,0.0,0.0,9356.083366008696,29565.22343658748,8805.72552094936,1226.0,0.1392275965317418,Shortened Flight (Possible Direct Routing),1,0.0,9354.488587174093,0.00017048273882001787,0.9994871490484888,distance_km
8964ff,1662056225.0,0.0,1662057479,0.0,ETD203  ,Unknown,Unknown,OMAA,Unknown,787-10 Dreamliner,B78X,A6-BMD,1662056225.0,1662057479.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3093.862665580572,13922.381995112572,43994.727104555735,0.0,13922.381995112572,43994.727104555735,13922.381995112572,43994.727104555735,,0.0,0.0,13922.381995112572,43994.72710455573,13103.418348341247,1254.0,0.0957002185737848,Shortened Flight (Possible Direct Routing),1,0.0,13920.479953372562,0.00013663621846234705,0.9994871490484888,distance_km
8964ff,1661990404.0,0.0,1662003357,1662003356.0,ETD69K  ,Unknown,EGLL,OMAA,OMAA,787-10 Dreamliner,B78X,A6-BMD,1661990404.0,1662003356.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",3155.910065534027,14201.595294903122,44877.04113189386,0.0,14201.595294903122,44877.04113189386,14201.595294903122,44877.04113189386,,0.0,0.0,14201.595294903122,44877.04113189386,13366.20733637941,12953.0,0.9690856706034504,Normal,0,0.0,14193.940993174985,0.0005392654324698816,0.9994871490484888,distance_km
896537,1662031425.0,0.0,1662053147,0.0,ETD2EN  ,Unknown,Unknown,OMAA,Unknown,Boeing 787-9 Dreamliner,B789,A6-BLZ,1662031425.0,1662053147.0,No Weather Info,"OMAA 091100Z 29014KT 260V320 CAVOK 30/17 Q1008 NOSIG,OMAA,2025-04-09T11:00:00Z,24.433,54.651,30,17,290,14,,6+,29.76,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,13",6900.786365309525,31053.53864389286,98129.18211470144,0.0,31053.53864389286,98129.18211470144,31053.53864389286,98129.18211470144,,0.0,0.0,31053.53864389286,98129.18211470144,29226.85990013446,21722.0,0.7432204511268782,Normal,0,0.0,31053.047053538066,1.583066402301171e-05,0.9994871490484888,distance_km
